Instrument,InstrumentSub,Sector,Periode ,waarde
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-06,7.96
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-06,9034
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-06,3.07
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-06,3.92
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-06,3.29
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-06,2.07
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2014-07,283036
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-07,528405
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-07,25085
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2014-07,56454
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2014-07,49760
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2014-07,296296
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2014-07,6461
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2014-07,3.34
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2014-07,4.35
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2014-07,13266
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2014-07,4223
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2014-07,4.92
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-07,7.96
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-07,11293
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-07,3.03
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-07,3.8
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-07,3.24
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-07,1.97
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2014-08,282558
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-08,527873
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-08,24984
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2014-08,56033
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2014-08,49901
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2014-08,295635
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2014-08,5495
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2014-08,3.33
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2014-08,4.33
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2014-08,11887
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2014-08,3801
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2014-08,4.92
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-08,7.95
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-08,8564
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-08,3.02
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-08,3.79
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-08,3.19
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-08,1.89
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2014-09,281413
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-09,528750
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-09,25082
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2014-09,55577
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2014-09,50661
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2014-09,294911
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2014-09,5404
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2014-09,3.27
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2014-09,4.29
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2014-09,11953
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2014-09,3779
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2014-09,4.97
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-09,7.95
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-09,8613
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-09,2.99
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-09,3.74
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-09,3.21
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-09,1.81
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2014-10,280260
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-10,527872
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-10,24833
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2014-10,55732
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2014-10,50408
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2014-10,294107
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2014-10,5760
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2014-10,3.23
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2014-10,4.29
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2014-10,11927
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2014-10,3741
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2014-10,4.93
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-10,7.95
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-10,9520
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-10,2.94
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-10,3.7
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-10,3.05
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-10,1.92
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2014-11,277215
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-11,527269
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-11,24453
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2014-11,57394
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2014-11,50174
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2014-11,292778
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2014-11,5601
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2014-11,3.16
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2014-11,4.26
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2014-11,11652
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2014-11,3703
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2014-11,4.93
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-11,7.95
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-11,8093
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-11,2.92
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-11,3.64
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-11,2.97
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-11,1.64
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2014-12,273025
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-12,526990
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2014-12,24625
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2014-12,56114
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2014-12,50881
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2014-12,289713
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2014-12,8256
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2014-12,3738
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2014-12,3.13
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2014-12,4.24
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2014-12,3.22
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2014-12,12312
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2014-12,3803
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2014-12,4.9
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2014-12,7.89
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2014-12,13857
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2014-12,2.58
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2014-12,3.66
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-12,3.1
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2014-12,1.45
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2015-01,275978
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-01,526446
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-01,24416
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2015-01,56627
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2015-01,51278
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2015-01,294613
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2015-01,7627
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2015-01,2939
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2015-01,3.12
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2015-01,4.25
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2015-01,3.16
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2015-01,12090
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2015-01,3748
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2015-01,4.9
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2015-01,7.89
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2015-01,12607
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2015-01,2.72
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2015-01,3.67
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-01,3.1
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-01,1.66
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2015-02,274300
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-02,526369
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-02,23934
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2015-02,57805
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2015-02,51119
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2015-02,294395
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2015-02,5983
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2015-02,2609
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2015-02,3.15
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2015-02,4.23
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2015-02,3.2
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2015-02,11853
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2015-02,3712
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2015-02,4.85
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2015-02,7.88
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2015-02,8800
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2015-02,2.67
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2015-02,3.67
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-02,3.04
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-02,1.48
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2015-03,272069
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-03,526474
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-03,23980
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2015-03,55273
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2015-03,51338
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2015-03,297025
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2015-03,8141
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2015-03,2985
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2015-03,2.99
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2015-03,4.21
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2015-03,3.11
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2015-03,11982
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2015-03,3706
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2015-03,4.96
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2015-03,7.87
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2015-03,14267
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2015-03,2.72
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2015-03,3.62
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-03,3
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-03,1.66
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2015-04,272918
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-04,526447
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-04,23869
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2015-04,54987
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2015-04,51541
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2015-04,296949
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2015-04,8104
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2015-04,2811
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2015-04,2.96
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2015-04,4.19
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2015-04,3.02
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2015-04,11801
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2015-04,3671
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2015-04,4.88
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2015-04,7.87
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2015-04,14896
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2015-04,2.72
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2015-04,3.55
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-04,3.03
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-04,1.63
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2015-05,272199
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-05,526061
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-05,23324
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2015-05,62111
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2015-05,51548
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2015-05,301258
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2015-05,8218
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2015-05,2676
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2015-05,2.9
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2015-05,4.16
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2015-05,2.93
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2015-05,11417
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2015-05,3603
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2015-05,4.75
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2015-05,7.86
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2015-05,11304
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2015-05,2.7
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2015-05,3.58
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-05,3.12
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2015-05,1.54
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2015-06,269973
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-06,526944
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2015-06,23251
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2015-06,60078
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2015-06,51692
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2015-06,302728
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2015-06,9715
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2015-06,3321
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2015-06,2.9
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2015-06,4.12
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2015-06,2.9
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2015-06,11432
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2015-06,3568
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2015-06,4.73
